Date,Open,High,Low,Close,Volume,Market Cap,Cryptocurrency
"Nov 21, 2024",$235.43,$259.05,$230.34,$257.07,"$10,735,314,060","$122,006,531,827",SOL
"Nov 20, 2024",$238.09,$242.11,$230.91,$235.42,"$6,454,141,445","$111,737,157,015",SOL
"Nov 19, 2024",$239.80,$247.09,$234.15,$238.10,"$6,711,919,414","$113,014,230,322",SOL
"Nov 18, 2024",$237.58,$248.19,$234.40,$239.79,"$8,798,714,213","$113,803,587,781",SOL
"Nov 17, 2024",$215.85,$241.24,$212.73,$237.58,"$9,981,076,722","$112,756,377,395",SOL
"Nov 16, 2024",$218.57,$221.66,$213.80,$215.85,"$4,698,955,745","$101,875,891,974",SOL
"Nov 15, 2024",$209.24,$219.54,$204.83,$218.09,"$6,109,860,311","$102,956,175,562",SOL
"Nov 14, 2024",$215.18,$222.64,$207.50,$209.22,"$8,094,554,275","$98,747,160,476",SOL
"Nov 13, 2024",$212.21,$220.34,$201.47,$215.18,"$11,296,665,808","$101,568,612,058",SOL
"Nov 12, 2024",$222.64,$225.01,$205.45,$212.23,"$11,308,516,682","$100,142,981,143",SOL
"Nov 11, 2024",$210.61,$223.22,$204.56,$222.64,"$10,290,809,023","$105,070,241,080",SOL
"Nov 10, 2024",$200.20,$215.18,$198.98,$210.61,"$8,564,655,765","$99,334,998,769",SOL
"Nov 09, 2024",$199.94,$203.35,$195.47,$200.19,"$3,363,617,004","$94,424,338,653",SOL
"Nov 08, 2024",$196.33,$204.97,$196.02,$199.94,"$5,673,142,495","$94,306,649,564",SOL
"Nov 07, 2024",$186.95,$197.90,$186.14,$196.33,"$4,700,842,780","$92,585,086,179",SOL
"Nov 06, 2024",$166.72,$189.92,$166.70,$186.95,"$9,822,932,731","$88,058,563,961",SOL
"Nov 05, 2024",$157.75,$169.13,$156.99,$166.72,"$3,243,848,057","$78,511,122,753",SOL
"Nov 04, 2024",$162.55,$164.71,$155.17,$157.75,"$2,809,006,700","$74,286,136,208",SOL
"Nov 03, 2024",$166.01,$166.38,$158.14,$162.55,"$2,645,801,646","$76,531,617,920",SOL
"Nov 02, 2024",$166.26,$168.46,$162.39,$166.01,"$1,618,170,398","$78,161,516,157",SOL
"Nov 01, 2024",$168.43,$173.85,$164.03,$166.26,"$3,157,093,060","$78,282,380,192",SOL
"Oct 31, 2024",$174.93,$176.28,$167.58,$168.43,"$2,652,620,406","$79,226,864,991",SOL
"Oct 30, 2024",$179.36,$181.15,$173.40,$174.92,"$2,772,422,773","$82,280,136,099",SOL
"Oct 29, 2024",$178.10,$183.04,$176.86,$179.36,"$3,919,545,873","$84,346,383,406",SOL
"Oct 28, 2024",$176.55,$179.41,$172.87,$178.10,"$3,623,055,701","$83,758,559,728",SOL
"Oct 27, 2024",$170.71,$177.90,$170.19,$176.55,"$2,427,933,420","$83,010,872,581",SOL
"Oct 26, 2024",$164.76,$172.82,$162.44,$170.71,"$2,755,373,492","$80,264,154,879",SOL
"Oct 25, 2024",$177.16,$177.19,$160.04,$164.76,"$4,869,966,180","$77,465,876,124",SOL
"Oct 24, 2024",$171.11,$179.00,$170.52,$177.16,"$3,529,481,044","$83,280,052,149",SOL
"Oct 23, 2024",$167.26,$173.82,$164.19,$170.93,"$3,861,697,575","$80,357,899,592",SOL
"Oct 22, 2024",$166.22,$170.76,$163.29,$167.26,"$3,470,792,372","$78,613,008,012",SOL
"Oct 21, 2024",$166.94,$171.43,$161.81,$166.22,"$3,924,173,188","$78,125,545,442",SOL
"Oct 20, 2024",$159.64,$167.59,$157.77,$166.94,"$2,579,198,899","$78,447,764,539",SOL
"Oct 19, 2024",$154.98,$159.71,$153.91,$159.64,"$1,440,375,026","$75,019,971,193",SOL
"Oct 18, 2024",$150.32,$156.54,$149.70,$154.98,"$1,754,226,839","$72,830,003,199",SOL
"Oct 17, 2024",$154.24,$155.55,$147.94,$150.32,"$2,157,747,733","$70,626,579,003",SOL
"Oct 16, 2024",$154.72,$158.14,$153.08,$154.23,"$2,397,546,608","$72,469,382,785",SOL
"Oct 15, 2024",$157.45,$158.72,$150.91,$154.72,"$3,451,652,506","$72,679,095,651",SOL
"Oct 14, 2024",$147.57,$157.75,$147.01,$157.45,"$2,929,339,176","$73,960,299,178",SOL
"Oct 13, 2024",$146.50,$148.71,$144.62,$147.57,"$1,294,444,111","$69,305,184,982",SOL
"Oct 12, 2024",$145.38,$147.14,$144.76,$146.50,"$1,118,630,507","$68,802,612,899",SOL
"Oct 11, 2024",$138.89,$146.43,$138.76,$145.38,"$1,797,846,253","$68,279,615,697",SOL
"Oct 10, 2024",$139.31,$140.58,$135.58,$138.89,"$1,770,157,917","$65,188,822,118",SOL
"Oct 09, 2024",$143.40,$145.13,$138.80,$139.32,"$1,697,499,287","$65,390,312,619",SOL
"Oct 08, 2024",$143.99,$145.45,$141.24,$143.39,"$1,710,617,951","$67,289,754,475",SOL
"Oct 07, 2024",$146.44,$152.10,$143.60,$143.99,"$2,678,803,498","$67,570,159,832",SOL
"Oct 06, 2024",$142.71,$146.62,$142.11,$146.44,"$1,168,715,645","$68,621,427,920",SOL
"Oct 05, 2024",$143.17,$144.83,$141.17,$142.71,"$1,113,937,760","$66,873,896,464",SOL
"Oct 04, 2024",$136.79,$144.43,$136.08,$143.17,"$2,361,841,303","$67,073,547,890",SOL
"Oct 03, 2024",$140.38,$142.81,$133.55,$136.79,"$2,914,986,844","$64,082,066,301",SOL
"Oct 02, 2024",$145.29,$148.83,$138.92,$140.39,"$2,892,264,150","$65,770,157,366",SOL
"Oct 01, 2024",$152.62,$157.26,$142.84,$145.29,"$3,656,164,855","$68,050,751,750",SOL
"Sep 30, 2024",$158.63,$159.51,$152.02,$152.62,"$2,376,780,676","$71,458,468,214",SOL
"Sep 29, 2024",$156.91,$161.62,$155.24,$158.63,"$1,773,980,028","$74,387,860,148",SOL
"Sep 28, 2024",$157.75,$159.35,$155.30,$156.91,"$1,300,870,644","$73,582,521,743",SOL
"Sep 27, 2024",$155.58,$160.98,$154.13,$157.75,"$2,765,830,721","$73,957,442,423",SOL
"Sep 26, 2024",$148.02,$157.86,$146.87,$155.58,"$3,009,969,111","$72,939,004,095",SOL
"Sep 25, 2024",$152.89,$153.55,$147.45,$148.02,"$2,138,602,628","$69,381,169,451",SOL
"Sep 24, 2024",$144.81,$153.54,$143.30,$152.89,"$2,927,238,360","$71,664,315,406",SOL
"Sep 23, 2024",$144.80,$148.97,$142.64,$144.81,"$2,344,229,720","$67,879,454,374",SOL
"Sep 22, 2024",$149.53,$149.87,$141.38,$144.80,"$1,597,826,979","$67,855,579,264",SOL
"Sep 21, 2024",$146.57,$149.84,$144.80,$149.53,"$1,385,610,390","$70,069,507,314",SOL
"Sep 20, 2024",$142.84,$151.76,$141.32,$146.57,"$3,241,123,621","$68,665,047,100",SOL
"Sep 19, 2024",$133.99,$143.90,$133.99,$142.84,"$2,884,543,933","$66,916,768,475",SOL
"Sep 18, 2024",$131.54,$133.99,$127.25,$133.99,"$2,260,675,347","$62,757,458,681",SOL
"Sep 17, 2024",$131.47,$135.49,$130.48,$131.54,"$1,726,861,492","$61,608,060,608",SOL
"Sep 16, 2024",$131.50,$132.30,$129.14,$131.47,"$1,623,218,789","$61,558,795,172",SOL
"Sep 15, 2024",$137.18,$137.92,$130.97,$131.50,"$1,358,403,273","$61,571,695,451",SOL
"Sep 14, 2024",$139.10,$139.73,$135.94,$137.18,"$952,465,288","$64,215,329,142",SOL
"Sep 13, 2024",$136.14,$139.83,$131.86,$139.10,"$1,668,690,414","$65,115,750,627",SOL
"Sep 12, 2024",$132.50,$136.61,$132.44,$136.14,"$1,597,055,803","$63,704,832,622",SOL
"Sep 11, 2024",$135.63,$135.80,$128.43,$132.50,"$2,122,617,674","$61,999,701,717",SOL
"Sep 10, 2024",$135.03,$137.81,$132.63,$135.64,"$1,642,358,500","$63,444,412,706",SOL
"Sep 09, 2024",$129.99,$136.19,$127.22,$135.03,"$2,443,769,044","$63,143,700,244",SOL
"Sep 08, 2024",$127.72,$131.52,$126.81,$129.99,"$1,317,794,291","$60,788,641,468",SOL
"Sep 07, 2024",$124.99,$129.29,$124.27,$127.72,"$1,321,261,949","$59,713,096,251",SOL
"Sep 06, 2024",$129.33,$134.17,$121.06,$124.99,"$3,520,537,699","$58,366,039,241",SOL
"Sep 05, 2024",$133.60,$135.09,$128.14,$129.33,"$1,926,178,088","$60,376,926,824",SOL
"Sep 04, 2024",$127.58,$134.87,$123.61,$133.60,"$2,663,812,153","$62,368,835,151",SOL
"Sep 03, 2024",$135.00,$137.14,$127.57,$127.58,"$1,787,700,523","$59,540,486,916",SOL
"Sep 02, 2024",$128.69,$135.35,$127.27,$135.00,"$2,092,221,241","$63,005,878,356",SOL
"Sep 01, 2024",$135.37,$136.00,$128.24,$128.69,"$1,974,170,865","$60,044,986,646",SOL
"Aug 31, 2024",$138.10,$138.99,$134.64,$135.37,"$892,155,699","$63,146,076,857",SOL
"Aug 30, 2024",$140.05,$141.01,$132.45,$138.10,"$2,683,385,690","$64,391,712,811",SOL
"Aug 29, 2024",$143.89,$147.22,$138.27,$140.05,"$2,098,251,665","$65,302,849,764",SOL
"Aug 28, 2024",$146.90,$148.69,$140.97,$143.89,"$2,932,401,182","$67,092,765,796",SOL
"Aug 27, 2024",$157.24,$159.62,$145.66,$146.90,"$2,783,392,784","$68,476,945,291",SOL
"Aug 26, 2024",$158.91,$161.91,$155.88,$157.24,"$2,588,808,155","$73,297,590,220",SOL
"Aug 25, 2024",$160.73,$161.95,$155.51,$158.91,"$2,085,078,554","$74,059,730,781",SOL
"Aug 24, 2024",$153.11,$162.17,$152.15,$160.73,"$2,749,419,604","$74,908,504,760",SOL
"Aug 23, 2024",$143.26,$153.77,$143.16,$153.11,"$2,560,976,300","$71,336,941,084",SOL
"Aug 22, 2024",$142.71,$144.81,$140.93,$143.26,"$1,368,400,829","$66,746,734,421",SOL
"Aug 21, 2024",$142.33,$144.16,$139.27,$142.71,"$1,923,259,439","$66,564,907,035",SOL
"Aug 20, 2024",$144.35,$148.65,$141.36,$143.17,"$2,124,392,770","$66,777,920,513",SOL
"Aug 19, 2024",$142.59,$145.92,$140.75,$144.34,"$2,077,549,615","$67,295,621,714",SOL
"Aug 18, 2024",$141.80,$146.96,$140.96,$142.59,"$1,866,239,536","$66,475,110,939",SOL
"Aug 17, 2024",$139.33,$141.96,$137.87,$141.80,"$1,199,702,073","$66,107,562,254",SOL
"Aug 16, 2024",$142.74,$144.80,$136.38,$139.33,"$2,707,615,564","$64,947,397,202",SOL
"Aug 15, 2024",$143.92,$147.35,$138.16,$142.75,"$3,032,770,371","$66,637,385,588",SOL
"Aug 14, 2024",$146.71,$151.73,$142.72,$143.92,"$2,714,536,693","$67,188,341,953",SOL
"Aug 13, 2024",$146.45,$149.61,$143.15,$146.71,"$2,224,488,388","$68,491,903,920",SOL
"Aug 12, 2024",$141.53,$150.81,$141.44,$146.45,"$3,380,174,341","$68,354,642,038",SOL
"Aug 11, 2024",$153.96,$157.93,$141.35,$141.53,"$2,411,765,937","$66,058,032,039",SOL
"Aug 10, 2024",$156.46,$158.59,$152.87,$153.96,"$1,662,980,960","$71,814,551,428",SOL
"Aug 09, 2024",$162.93,$163.25,$151.23,$156.46,"$3,217,916,997","$72,979,939,449",SOL
"Aug 08, 2024",$144.63,$163.03,$142.02,$162.93,"$5,385,642,745","$75,981,210,095",SOL
"Aug 07, 2024",$144.09,$155.01,$142.75,$144.63,"$5,529,725,414","$67,449,223,082",SOL
"Aug 06, 2024",$129.86,$149.35,$129.79,$144.09,"$5,813,459,735","$67,100,013,678",SOL
"Aug 05, 2024",$138.05,$139.14,$110.61,$129.86,"$14,114,308,949","$60,462,519,125",SOL
"Aug 04, 2024",$142.92,$145.84,$132.14,$138.06,"$4,333,596,296","$64,260,062,823",SOL
"Aug 03, 2024",$152.64,$153.78,$140.22,$142.92,"$3,620,526,646","$66,513,581,978",SOL
"Aug 02, 2024",$167.66,$169.04,$150.08,$152.64,"$4,507,521,137","$71,016,189,251",SOL
"Aug 01, 2024",$171.83,$172.69,$157.99,$167.67,"$4,402,828,194","$78,006,252,308",SOL
"Jul 31, 2024",$179.11,$184.18,$171.82,$171.83,"$3,055,204,208","$79,919,194,001",SOL
"Jul 30, 2024",$182.77,$184.18,$176.02,$179.11,"$2,766,172,800","$83,252,664,966",SOL
"Jul 29, 2024",$184.89,$193.73,$181.89,$182.78,"$3,654,304,391","$84,956,928,709",SOL
"Jul 28, 2024",$184.09,$186.51,$181.40,$184.89,"$1,852,374,783","$85,918,799,310",SOL
"Jul 27, 2024",$183.14,$188.14,$178.60,$184.09,"$3,248,901,126","$85,548,816,872",SOL
"Jul 26, 2024",$171.96,$183.54,$171.88,$183.14,"$2,816,314,095","$85,087,553,869",SOL
"Jul 25, 2024",$178.03,$179.52,$165.93,$171.96,"$4,067,186,719","$79,896,509,537",SOL
"Jul 24, 2024",$172.76,$182.36,$171.21,$178.03,"$3,112,174,836","$82,694,844,904",SOL
"Jul 23, 2024",$178.98,$180.50,$170.99,$172.76,"$3,230,351,478","$80,246,884,733",SOL
"Jul 22, 2024",$184.55,$184.79,$177.04,$178.98,"$2,808,509,242","$83,136,223,897",SOL
"Jul 21, 2024",$173.89,$184.87,$171.12,$184.54,"$3,080,452,915","$85,691,896,426",SOL
"Jul 20, 2024",$169.18,$174.83,$167.56,$173.89,"$1,908,476,088","$80,747,106,790",SOL
"Jul 19, 2024",$159.09,$171.51,$156.61,$169.19,"$3,617,009,839","$78,545,985,950",SOL
"Jul 18, 2024",$155.59,$161.59,$155.57,$159.07,"$2,044,591,406","$73,852,862,861",SOL
"Jul 17, 2024",$160.56,$163.60,$155.07,$155.58,"$2,255,652,667","$72,215,582,288",SOL
"Jul 16, 2024",$159.77,$162.47,$153.05,$160.55,"$3,034,234,774","$74,524,644,376",SOL
"Jul 15, 2024",$147.67,$159.94,$147.20,$159.93,"$2,580,623,500","$74,220,216,539",SOL
"Jul 14, 2024",$141.93,$148.55,$141.93,$147.62,"$2,009,294,488","$68,505,448,232",SOL
"Jul 13, 2024",$139.53,$143.37,$138.18,$141.92,"$1,131,518,484","$65,862,711,165",SOL
"Jul 12, 2024",$135.86,$140.42,$134.16,$139.53,"$1,990,173,458","$64,734,373,047",SOL
"Jul 11, 2024",$141.98,$145.32,$135.85,$135.88,"$2,286,890,972","$63,044,268,449",SOL
"Jul 10, 2024",$141.37,$145.85,$138.86,$141.97,"$1,952,272,010","$65,829,357,257",SOL
"Jul 09, 2024",$139.54,$143.93,$136.74,$141.35,"$2,418,798,702","$65,537,468,013",SOL
"Jul 08, 2024",$131.80,$141.63,$128.56,$139.46,"$3,692,404,575","$64,646,919,567",SOL
"Jul 07, 2024",$143.19,$143.19,$131.77,$131.77,"$1,842,515,124","$61,083,183,722",SOL
"Jul 06, 2024",$134.36,$144.01,$132.61,$143.24,"$2,078,535,871","$66,320,299,709",SOL
"Jul 05, 2024",$127.61,$135.85,$122.44,$134.37,"$4,644,036,182","$62,197,196,003",SOL
"Jul 04, 2024",$140.72,$142.51,$127.55,$127.55,"$3,243,822,145","$59,041,357,959",SOL
"Jul 03, 2024",$153.71,$154.20,$139.52,$140.73,"$2,813,419,415","$65,126,155,301",SOL
"Jul 02, 2024",$146.59,$154.71,$146.12,$153.70,"$2,024,773,533","$71,128,871,116",SOL
"Jul 01, 2024",$146.48,$148.80,$145.82,$146.60,"$1,814,659,116","$67,824,193,216",SOL
"Jun 30, 2024",$140.01,$147.20,$137.14,$146.49,"$1,567,841,881","$67,754,180,754",SOL
"Jun 29, 2024",$139.72,$142.82,$139.67,$140.01,"$1,139,066,175","$64,751,313,559",SOL
"Jun 28, 2024",$149.45,$150.05,$139.31,$139.70,"$2,396,070,692","$64,591,177,828",SOL
"Jun 27, 2024",$136.61,$150.77,$135.24,$149.45,"$2,831,651,846","$69,097,889,911",SOL
"Jun 26, 2024",$136.55,$140.17,$134.93,$136.61,"$1,670,038,554","$63,146,576,878",SOL
"Jun 25, 2024",$132.27,$139.73,$131.30,$136.56,"$2,517,391,150","$63,124,626,804",SOL
"Jun 24, 2024",$128.60,$132.31,$123.67,$132.24,"$3,420,423,301","$61,113,437,384",SOL
"Jun 23, 2024",$133.66,$135.01,$128.27,$128.59,"$1,063,910,411","$59,426,910,197",SOL
"Jun 22, 2024",$134.57,$136.46,$133.14,$133.67,"$948,392,979","$61,755,643,847",SOL
"Jun 21, 2024",$133.47,$135.23,$128.92,$134.59,"$2,214,701,928","$62,180,434,899",SOL
"Jun 20, 2024",$135.61,$141.08,$132.09,$133.47,"$2,343,938,226","$61,666,371,309",SOL
"Jun 19, 2024",$137.48,$141.67,$134.73,$135.61,"$2,241,396,569","$62,638,032,858",SOL
"Jun 18, 2024",$143.31,$143.61,$130.29,$137.50,"$4,046,511,952","$63,514,126,393",SOL
"Jun 17, 2024",$151.14,$151.58,$140.14,$143.33,"$2,244,770,232","$66,191,148,891",SOL
"Jun 16, 2024",$145.42,$151.13,$143.18,$151.13,"$1,147,997,523","$69,790,883,512",SOL
"Jun 15, 2024",$143.07,$145.54,$143.02,$145.41,"$1,065,293,341","$67,135,628,936",SOL
"Jun 14, 2024",$147.28,$148.79,$140.12,$143.09,"$2,330,458,883","$66,063,660,586",SOL
"Jun 13, 2024",$155.19,$155.19,$146.17,$147.31,"$2,085,097,655","$67,991,620,184",SOL
"Jun 12, 2024",$149.42,$161.51,$145.82,$155.18,"$2,853,692,260","$71,622,233,956",SOL
"Jun 11, 2024",$158.93,$159.52,$145.87,$149.43,"$2,812,642,453","$68,878,680,459",SOL
"Jun 10, 2024",$162.08,$162.83,$157.77,$158.93,"$1,815,361,482","$73,230,549,880",SOL
"Jun 09, 2024",$157.96,$162.92,$156.77,$162.08,"$1,475,878,151","$74,686,342,403",SOL
"Jun 08, 2024",$162.50,$163.62,$157.54,$157.97,"$1,722,237,785","$72,755,220,354",SOL
"Jun 07, 2024",$170.02,$172.44,$155.80,$162.51,"$3,298,527,575","$74,847,158,592",SOL
"Jun 06, 2024",$173.48,$174.30,$167.86,$170.02,"$1,965,442,993","$78,192,167,337",SOL
"Jun 05, 2024",$171.80,$175.48,$171.38,$173.48,"$2,405,906,612","$79,788,482,654",SOL
"Jun 04, 2024",$164.93,$171.82,$164.52,$171.80,"$2,057,558,426","$78,995,382,868",SOL
"Jun 03, 2024",$163.25,$167.04,$161.85,$164.92,"$2,182,487,608","$75,832,425,371",SOL
"Jun 02, 2024",$166.03,$166.92,$161.65,$163.25,"$1,562,269,041","$75,044,190,329",SOL
"Jun 01, 2024",$165.64,$167.74,$165.59,$166.03,"$1,058,869,941","$76,322,878,067",SOL
"May 31, 2024",$166.98,$170.63,$163.93,$165.64,"$2,415,920,333","$76,097,773,564",SOL
"May 30, 2024",$168.07,$172.42,$163.68,$166.98,"$2,932,316,784","$76,744,933,958",SOL
"May 29, 2024",$168.65,$173.64,$167.32,$168.07,"$2,852,496,248","$77,250,412,381",SOL
"May 28, 2024",$170.00,$173.02,$164.97,$168.65,"$3,342,283,019","$77,496,700,584",SOL
"May 27, 2024",$163.35,$171.99,$163.34,$170.00,"$2,745,440,475","$76,416,188,373",SOL
"May 26, 2024",$168.44,$168.44,$161.26,$163.35,"$2,543,881,488","$73,410,229,629",SOL
"May 25, 2024",$167.80,$170.36,$166.11,$168.44,"$1,875,205,755","$75,697,208,305",SOL
"May 24, 2024",$175.99,$176.03,$162.87,$167.80,"$4,013,502,065","$75,389,730,985",SOL
"May 23, 2024",$176.86,$180.17,$167.40,$175.99,"$5,117,258,940","$79,070,139,295",SOL
"May 22, 2024",$178.12,$183.07,$175.45,$176.86,"$3,833,758,536","$79,437,309,085",SOL
"May 21, 2024",$186.52,$188.49,$174.71,$178.12,"$4,568,414,163","$80,000,969,543",SOL
"May 20, 2024",$170.09,$187.45,$168.03,$186.52,"$4,636,864,705","$83,768,041,175",SOL
"May 19, 2024",$172.54,$175.19,$166.73,$170.09,"$2,300,080,451","$76,356,164,593",SOL
"May 18, 2024",$169.53,$175.78,$168.93,$172.54,"$2,479,657,643","$77,455,466,322",SOL
"May 17, 2024",$159.12,$171.61,$159.12,$169.53,"$3,371,355,809","$76,085,268,448",SOL
"May 16, 2024",$158.19,$164.32,$156.77,$159.12,"$3,498,272,951","$71,406,799,642",SOL
"May 15, 2024",$142.03,$158.64,$141.35,$158.19,"$3,585,715,674","$70,971,387,523",SOL
"May 14, 2024",$147.28,$148.83,$141.91,$142.03,"$2,586,166,419","$63,721,775,589",SOL
"May 13, 2024",$143.52,$150.55,$138.03,$147.28,"$2,556,255,769","$66,060,925,602",SOL
"May 12, 2024",$145.31,$147.57,$142.88,$143.52,"$936,690,341","$64,374,674,548",SOL
"May 11, 2024",$146.22,$147.43,$143.33,$145.31,"$1,243,751,505","$65,162,205,130",SOL
"May 10, 2024",$152.85,$155.41,$144.94,$146.22,"$2,471,594,251","$65,542,239,882",SOL
"May 09, 2024",$142.29,$153.09,$140.79,$152.85,"$2,249,863,780","$68,516,742,033",SOL
"May 08, 2024",$148.13,$149.81,$140.17,$142.29,"$2,502,237,557","$63,761,642,429",SOL
"May 07, 2024",$152.81,$159.05,$148.08,$148.13,"$2,687,619,013","$66,379,410,042",SOL
"May 06, 2024",$145.71,$156.63,$145.58,$152.80,"$2,926,902,880","$68,370,915,819",SOL
"May 05, 2024",$146.14,$147.92,$143.48,$145.71,"$2,034,794,725","$65,197,416,097",SOL
"May 04, 2024",$143.77,$148.94,$142.57,$146.14,"$3,050,187,811","$65,369,829,237",SOL
"May 03, 2024",$137.81,$144.96,$136.12,$143.77,"$3,216,962,298","$64,313,630,230",SOL
"May 02, 2024",$134.63,$140.28,$128.26,$137.81,"$3,380,078,368","$61,649,393,246",SOL
"May 01, 2024",$126.96,$135.11,$119.38,$134.63,"$4,136,407,963","$60,206,144,228",SOL
"Apr 30, 2024",$137.78,$139.67,$121.64,$126.96,"$3,407,320,371","$56,808,238,321",SOL
"Apr 29, 2024",$137.86,$138.74,$133.71,$137.78,"$2,464,951,751","$61,623,649,857",SOL
"Apr 28, 2024",$141.29,$144.51,$137.23,$137.86,"$1,959,005,342","$61,662,678,760",SOL
"Apr 27, 2024",$139.10,$142.87,$134.03,$141.29,"$2,373,155,947","$63,177,157,947",SOL
"Apr 26, 2024",$144.89,$145.85,$138.91,$139.10,"$2,564,389,027","$62,200,672,194",SOL
"Apr 25, 2024",$147.75,$149.30,$142.26,$144.89,"$3,674,969,172","$64,788,385,180",SOL
"Apr 24, 2024",$154.70,$159.58,$145.77,$147.75,"$3,932,336,720","$66,048,269,190",SOL
"Apr 23, 2024",$157.03,$159.94,$153.32,$154.70,"$2,750,685,937","$69,159,022,996",SOL
"Apr 22, 2024",$148.61,$158.37,$146.99,$157.03,"$2,959,650,502","$70,180,765,530",SOL
"Apr 21, 2024",$151.13,$153.42,$147.17,$148.61,"$2,211,663,291","$66,417,713,293",SOL
"Apr 20, 2024",$142.68,$152.10,$140.01,$151.13,"$2,795,892,211","$67,528,361,464",SOL
"Apr 19, 2024",$142.08,$147.33,$128.86,$142.68,"$5,857,667,913","$63,751,797,975",SOL
"Apr 18, 2024",$131.87,$143.73,$128.08,$142.08,"$4,193,561,506","$63,485,357,601",SOL
"Apr 17, 2024",$136.28,$142.60,$127.53,$131.87,"$4,888,546,522","$58,905,554,117",SOL
